account_handle,COVID_tweet,total_tweets_from_feb1_to_may30,perc_en,max_followers,merged_top100,ideology2,phi
StellaMcCartney,0.136,125,1,1024798,master only (1),-0.757814925,
JohnDonvan,0.1358025,81,1,1014269,master only (1),0.209050584,
kumailn,0.1357143,280,1,2980896,master only (1),-1.187919799,
fernemccann,0.1355932,59,1,815833,master only (1),-1.427463863,
michelleisawolf,0.1355932,59,1,582705,master only (1),0.345729671,
varungandhi80,0.1354167,96,1,1071968,master only (1),0,
AliBinAlHussein,0.1351351,74,1,891664,master only (1),-0.0637317,
ariannahuff,0.1350649,1155,1,2947443,master only (1),-0.579805428,
KatiePavlich,0.1347584,1076,1,765275,master only (1),1.463882162,
Javedakhtarjadu,0.1347518,141,1,4499635,master only (1),0.54645446,
ViratGang,0.134715,193,1,615850,master only (1),0,
BabyCenter,0.1345646,379,1,645994,master only (1),0.888518554,
fayedsouza,0.1341302,753,1,942508,master only (1),-1.347069507,
vgunvalson,0.1338583,127,1,722713,master only (1),0.746716461,
LalitKModi,0.1333333,30,1,4005335,master only (1),-1.150640012,
YO_RANDYJACKSON,0.1333333,30,1,526618,master only (1),-0.036134464,
nikkigalrani,0.1333333,45,1,647111,master only (1),1.099974401,
kellyoxford,0.1319797,197,1,865287,master only (1),-1.88731864,
bubblesparaiso,0.131579,38,1,521562,master only (1),-0.704572275,
clarebalding,0.131579,152,1,708343,master only (1),0.538604275,
amyklobuchar,0.1310943,923,1,1046689,master only (1),0.548614273,
pattistanger,0.1310241,664,1,501917,master only (1),-0.245588886,
WendyWilliams,0.1305483,383,1,1522619,master only (1),0.036649822,
steveyeun,0.1304348,23,1,1516493,master only (1),-0.144992778,
DritaDavanzo,0.1304348,92,1,549832,master only (1),-1.149411718,
wfaa,0.130363,2424,1,574162,master only (1),1.171695783,
SteveKerr,0.1296703,455,1,561831,master only (1),-1.053905525,
KeeganAllen,0.1290323,124,1,1900779,master only (1),0.246242612,
DaveVescio,0.1284047,514,1,557072,master only (1),1.395805575,
DonaldBKipkorir,0.1281619,593,1,765025,master only (1),0.764839307,
therealrussellp,0.1271186,118,1,4091416,master only (1),-0.945933072,
Charlottegshore,0.1270718,181,1,3049845,master only (1),-0.082580713,
AsaAkira,0.1269841,126,1,804628,master only (1),-0.654895802,
GayleKing,0.1267606,71,1,1036885,master only (1),-0.078257382,
iVishnuManchu,0.1267606,71,1,611311,master only (1),0,
lizasoberano,0.1264368,174,1,3764845,master only (1),0.073573771,
humasqureshi,0.1263158,95,1,3468534,master only (1),-1.42489683,
realGpad,0.1263158,95,1,729334,master only (1),-0.238835929,
jimmykimmel,0.1261682,214,1,11730225,master only (1),-0.760132794,
leannrimes,0.1258741,143,1,512321,master only (1),-1.326554036,
konkonas,0.1254355,287,1,2352632,master only (1),-0.977902838,
CelesteBonin,0.125,8,1,822615,master only (1),-1.289727974,
danielhowell,0.125,16,1,8331294,master only (1),0.066777525,
ScottDisick,0.125,16,1,6852143,master only (1),0.811180686,
FarOutAkhtar,0.125,56,1,12353434,master only (1),-1.366307458,
rameshsrivats,0.125,184,1,4236585,master only (1),1.064695606,
BillyCrystal,0.125,248,1,655635,master only (1),0.943085572,
ArifAlvi,0.125,368,1,2587545,master only (1),-0.373107885,
kandeejohnson,0.1230769,130,1,762748,master only (1),0.553270606,
DanCrenshawTX,0.1228669,293,1,887404,master only (1),1.558908419,
virendersehwag,0.1219512,82,1,20295748,master only (1),0,
punitgoenka,0.1216216,74,1,1173733,master only (1),0.443343479,
GOPChairwoman,0.1215017,1465,1,646566,master only (1),1.672553597,
w_terrence,0.1211226,677,1,888147,master only (1),1.786299279,
designsponge,0.1203704,108,1,540154,master only (1),-1.706800722,
priyankachopra,0.1203704,108,1,25625122,matched (3),-0.827728913,
ashabhosle,0.12,25,1,4889309,master only (1),0,
HowardStern,0.12,25,1,1634346,master only (1),0.643963398,
jenwinget,0.12,25,1,1924742,master only (1),-0.57465239,
LanaParrilla,0.1197917,192,1,730916,master only (1),-1.332410746,
timkaine,0.1197183,142,1,988955,master only (1),-0.124338239,
cocosworld,0.1195652,92,1,1088860,master only (1),-0.523988499,
benlandis,0.119469,678,1,3301143,master only (1),1.116542592,
itsKajolD,0.119403,67,1,2816362,master only (1),-0.437655818,
kevinrose,0.1192661,109,1,1610859,master only (1),0.010261564,
torylanez,0.1190476,210,1,1849223,master only (1),0,
JaneGoodallInst,0.1189516,496,1,1501951,master only (1),-0.917217147,
JodiStaMaria,0.1182796,186,1,3128878,master only (1),0.861679797,
LeighFrancis,0.1176471,34,1,2963170,master only (1),0.037862905,
fatbellybella,0.1176471,306,1,2638123,master only (1),-0.695744728,
ahmedpatel,0.1172414,145,1,946534,master only (1),0,
TheRealBuzz,0.1170213,188,1,1505451,master only (1),0.913447896,
JamesOKeefeIII,0.1168831,770,1,722349,master only (1),1.660501476,
aantonop,0.1167228,891,1,510679,master only (1),0,
cocorocha,0.1164384,146,1,1603796,master only (1),-0.8159008,
DennisDMZ,0.1164384,146,1,761376,master only (1),1.489783264,
skmusyoka,0.1162791,43,1,866535,master only (1),0.881117437,
cuppymusic,0.116,250,1,1451477,master only (1),-0.205375794,
AnilRavipudi,0.115942,69,1,1053590,master only (1),0,
charliekirk11,0.1158349,1623,1,1761733,master only (1),1.589908701,
Mark_Sheppard,0.1156702,2559,1,1216315,master only (1),-1.957375072,
Trevornoah,0.1156463,147,1,10622507,master only (1),0.304183988,
MahelaJay,0.1148649,148,1,1134241,master only (1),-0.662677213,
SaranshGoila,0.1142857,70,1,697668,master only (1),-1.4404124,
iamsrk,0.113924,79,1,39867470,matched (3),-0.004605586,
rogerkver,0.1132075,106,1,596558,master only (1),1.429774907,
jamesmaslow,0.1129032,62,1,3047268,master only (1),1.233238763,
MmusiMaimane,0.1125828,604,1,1406361,master only (1),0.067513929,
PaulHollywood,0.1121495,214,1,521410,master only (1),-0.156126411,
Lawrence,0.1121233,1427,1,2701769,master only (1),-1.147905311,
nikhilchinapa,0.1119324,947,1,2039419,master only (1),-0.96133021,
Lilpeep,0.1111111,9,1,623991,master only (1),0,
SallyQYates,0.1111111,9,1,834521,master only (1),-1.436968863,
chucktodd,0.1111111,36,1,2065807,master only (1),1.045187018,
KatieHeigl,0.1111111,36,1,1283210,master only (1),0.06171511,
Theresacaputo,0.1111111,36,1,789634,master only (1),0.848625263,
Saqlain_Mushtaq,0.1111111,45,1,1160661,master only (1),0,
edhelms,0.1111111,63,1,1121499,master only (1),0.746444594,
Ilhan,0.1104295,489,1,693582,master only (1),-1.303939872,
ferrifrump,0.1100629,318,1,644369,master only (1),-1.532390048,
charltonbrooker,0.11,100,1,1246264,master only (1),0.028346343,
akshaykumar,0.1098901,91,1,32774187,matched (3),0,
BetoORourke,0.1098266,173,1,1658239,master only (1),0.000738108,
CoryBooker,0.1096257,374,1,4494125,master only (1),0.953761323,
lala,0.109589,146,1,4695168,master only (1),-1.125356396,
kurt13warner,0.109375,128,1,601157,master only (1),0.404648409,
Pvsindhu1,0.109375,128,1,2872289,master only (1),0,
alroker,0.1088083,193,1,2516987,master only (1),-0.029912751,
BillieJeanKing,0.1088083,386,1,507646,master only (1),-1.027027258,
carlbildt,0.1078125,640,1,671708,master only (1),0.984845345,
simonhelberg,0.1075,400,1,855969,master only (1),-1.465189607,
thomasmlambo,0.1068376,234,1,605217,master only (1),1.261869216,
fbhutto,0.1065574,122,1,2533872,master only (1),-0.864140228,
ReggieMillerTNT,0.1064815,216,1,820922,master only (1),-0.9799092,
stephenfry,0.1062271,273,1,12754596,master only (1),-0.452439202,
JoshDevineDrums,0.1060606,66,1,3325241,master only (1),-0.09726887,
TomiLahren,0.1060329,547,1,1608838,master only (1),1.784293619,
Maisie_Williams,0.1052632,19,1,2858679,master only (1),-0.430904521,
ShawnMendes,0.1052632,19,1,24174757,matched (3),0.130384505,
MarkRuffalo,0.1051136,352,1,6617875,master only (1),-2.05397815,
MsKajalAggarwal,0.1047619,210,1,3515805,master only (1),0.244493385,
Astro_Alex,0.1046512,86,1,1263948,master only (1),0.718563226,
ClaudiaWinkle,0.1041667,48,1,907649,master only (1),-0.432517828,
AnilKapoor,0.104101,317,1,5613087,master only (1),0.463389321,
GretchenRossi,0.1038961,77,1,661985,master only (1),0.574094001,
RailaOdinga,0.1034483,87,1,2572472,master only (1),-0.624476043,
DianaPenty,0.1030928,97,1,1413627,master only (1),-0.438283106,
UrvashiRautela,0.1028807,243,1,599614,master only (1),0.467503733,
Jahmene,0.1025641,195,1,518705,master only (1),-1.29747743,
Bethenny,0.1024306,576,1,1618501,master only (1),0.280662171,
djmotwister,0.1022727,176,1,1126960,master only (1),-1.117433836,
Kasparov63,0.1020942,764,1,550295,master only (1),1.30508128,
dezeen,0.1015547,3023,1,968458,master only (1),-0.348892382,
AdvDali_Mpofu,0.1013699,365,1,596154,master only (1),0.184104647,
paulkrugman,0.1009174,654,1,4618600,master only (1),-1.215453729,
RGrosjean,0.1006289,159,1,858905,master only (1),0,
SarahHuckabee,0.1005291,189,1,587828,master only (1),1.394250105,
hughlaurie,0.1,30,1,1427697,master only (1),-1.126979462,
NDJ_Official,0.1,40,1,848882,master only (1),-0.613667564,
SisterHazelBand,0.1,50,1,581968,master only (1),0.212171351,
hershybru,0.1,120,1,631964,master only (1),0,
SuzeOrmanShow,0.1,230,1,1438087,master only (1),-1.197613266,
arden_cho,0.0987654,81,1,794808,master only (1),-0.622038076,
MadhuriDixit,0.0987654,243,1,8773064,master only (1),-0.506210551,
kimguilfoyle,0.0985761,913,1,1714342,master only (1),1.289121968,
abikedabiri,0.0983763,1047,1,580034,master only (1),0.330582825,
MutahiNgunyi,0.0983607,61,1,1400128,master only (1),0,
sueperkins,0.0981595,163,1,1114264,master only (1),-1.49365422,
rhettmc,0.0980392,102,1,680074,master only (1),-1.209487087,
HamiltonAnthony,0.0980392,153,1,535508,master only (1),-0.927461975,
IanMcKellen,0.097561,123,1,4044314,master only (1),-1.078391006,
bobsaget,0.0971429,175,1,2368915,master only (1),-0.590714115,
SimranbaggaOffc,0.0969697,165,1,550714,master only (1),0.532275686,
SDhawan25,0.0967742,62,1,4591145,master only (1),0,
serjtankian,0.0963855,83,1,564794,master only (1),-1.822100501,
SidMalhotra,0.0956522,115,1,9543621,master only (1),0.215683228,
BoringMilner,0.0952381,21,1,661686,master only (1),0,
chamillionaire,0.0952381,21,1,769508,master only (1),-0.94076192,
Schofe,0.0952381,42,1,4596442,master only (1),0.393194374,
kenradio,0.0952381,147,1,995347,master only (1),1.491156518,
GarySinise,0.0947368,95,1,690682,master only (1),1.434146832,
muselk,0.0945946,74,1,867635,master only (1),-1.380892688,
EmilyOsment,0.0943396,53,1,3323741,master only (1),-1.045123921,
HeatherDubrow,0.0943396,53,1,662369,master only (1),-0.477774641,
RonJichardson,0.0943396,53,1,692307,master only (1),0.218842748,
76Shadabkhan,0.0943396,106,1,658807,master only (1),0,
DHughesy,0.0935961,406,1,709892,master only (1),1.101062453,
MargaretAtwood,0.0935006,877,1,1979493,master only (1),-1.138449753,
MehwishHayat,0.0930233,86,1,1177049,master only (1),0.068551866,
MIAuniverse,0.0928962,183,1,653594,master only (1),-1.541503779,
jennafischer,0.0927835,97,1,1226488,master only (1),-0.456471521,
jvn,0.0927152,151,1,816124,master only (1),-1.640427631,
Ed_Miliband,0.092437,119,1,767575,master only (1),-1.135434715,
mitchellreports,0.0914804,2864,1,1858058,master only (1),0.892927175,
CynthiaLIVE,0.0910426,681,1,1650914,master only (1),1.169567383,
21savage,0.0909091,11,1,3454459,master only (1),0,
chadwickboseman,0.0909091,11,1,1532648,master only (1),-1.878768659,
hopsin,0.0909091,11,1,579864,master only (1),-1.485424544,
iamKennyHolland,0.0909091,22,1,510126,master only (1),0,
ReginaKing,0.0909091,22,1,886475,master only (1),-2.035938828,
DavidOtunga,0.0909091,44,1,620413,master only (1),-0.342607591,
YayaToure,0.0909091,44,1,766316,master only (1),-0.473683689,
Akon,0.0909091,143,1,6350969,master only (1),0,
colinodonoghue1,0.0909091,143,1,619403,master only (1),-0.457465821,
robreiner,0.0909091,297,1,894843,master only (1),-1.922496751,
Kat_McNamara,0.0906149,309,1,1314732,master only (1),-0.665317123,
DJPaulyD,0.0901804,499,1,3975816,master only (1),-0.030712175,
NateSilver538,0.0900576,1388,1,3323635,master only (1),0.07922421,
JayGardner,0.0897436,78,1,905092,master only (1),0.860426531,
LauraPrepon,0.0896226,212,1,905967,master only (1),-0.171635491,
rajolaurel,0.089317,571,1,660359,master only (1),-0.073149793,
juliana_evans,0.0888889,45,1,831879,master only (1),0.408469329,
RealDMitchell,0.0888889,45,1,2279987,master only (1),-1.691280652,
David_Boreanaz,0.0888889,90,1,740831,master only (1),1.414790803,
Roycelr,0.0888889,135,1,506355,master only (1),-2.401665746,
Veronica,0.0888889,135,1,1608464,master only (1),-1.572053239,
ReggieBush,0.0886076,158,1,2844462,master only (1),-0.059161749,
DremTGI,0.0884956,113,1,882850,master only (1),1.674363433,
ihansika,0.0883534,249,1,4767562,master only (1),0.784507192,
dragonjones,0.0882353,34,1,959748,master only (1),0.116156347,
AADaddario,0.0882353,68,1,819447,master only (1),-0.548985189,
Ram_Guha,0.0880914,613,1,2218196,master only (1),-1.694695969,
jimmyfallon,0.0880503,318,1,51909553,matched (3),0.308250267,
SaraRamirez,0.0878378,148,1,835659,master only (1),-1.506140633,
GRRMspeaking,0.0877193,57,1,1361648,master only (1),-1.231434654,
VancityReynolds,0.0877193,57,1,15877892,master only (1),-1.344849262,
UncleRUSH,0.0875912,137,1,4642823,master only (1),-1.947990906,
meganbata,0.0875,80,1,1922675,master only (1),-0.584878293,
jonlovett,0.0873684,950,1,757521,master only (1),0.540563085,
RudyGiuliani,0.0873016,630,1,684437,master only (1),2.006145844,
AlbertBrooks,0.0869565,46,1,1703128,master only (1),0,
iamwill,0.0869565,46,1,12761372,master only (1),-0.661065285,
shaymitch,0.0869565,69,1,3353722,master only (1),-0.967778597,
wojespn,0.0867647,680,1,4064033,master only (1),-1.953083279,
LoganPaul,0.0867052,173,1,5404311,master only (1),0.373784638,
clarkgregg,0.0866142,127,1,720609,master only (1),-1.246981422,
ruthreichl,0.0866142,127,1,1276932,master only (1),-0.118573096,
GeorgeHarrison,0.0862069,58,1,1155844,master only (1),-1.610112173,
VigneshShivN,0.0862069,232,1,1302327,master only (1),0.788782148,
raftaarmusic,0.0859375,128,1,1555250,master only (1),-0.716927185,
kencaillat,0.0857143,35,1,774036,master only (1),1.317269388,
springsteen,0.0857143,70,1,1224193,master only (1),-0.009716674,
parscale,0.0856611,537,1,571107,master only (1),1.496469624,
thejoelstein,0.0852273,528,1,783379,master only (1),0.288708129,
holy_schnitt,0.0851735,317,1,573580,master only (1),-1.933614791,
davidaxelrod,0.0849618,1177,1,1241515,master only (1),0.505631807,
orengo_james,0.0847458,59,1,538991,master only (1),0.804042628,
TodungLubis,0.0847458,59,1,622791,master only (1),0.228756715,
ColIegeStudent,0.0846154,130,1,2094532,master only (1),0,
AnjanaVJ,0.0843882,237,1,1855527,master only (1),0.329191493,
vickyvette,0.084375,320,1,776591,master only (1),1.079145292,
NathanZed,0.0842105,95,1,539485,master only (1),-0.44833205,
marthamaccallum,0.0836502,263,1,635965,master only (1),1.359807199,
TSM_Hamlinz,0.0833333,24,1,1044548,master only (1),0,
BillNye,0.0833333,36,1,5964247,master only (1),-1.341186279,
RyanLochte,0.0833333,36,1,1031840,master only (1),0.165855583,
sssniperwolf,0.0833333,36,1,1043522,master only (1),-0.538594417,
uchejombo,0.0828877,374,1,870732,master only (1),0.344583915,
astro_timpeake,0.0823529,85,1,1604092,master only (1),0.341496125,
VickiBelo,0.0819672,61,1,625242,master only (1),0,
GulPanag,0.0819672,122,1,2896061,master only (1),0.407230329,
RobBenedict,0.0819672,183,1,525824,master only (1),-1.052064034,
OfficialDGISPR,0.0816327,49,1,3737637,master only (1),0,
kashmalamna,0.0816327,98,1,519556,master only (1),0.645089477,
EugeneLeeYang,0.0814815,135,1,641908,master only (1),-0.96014523,
RaashiKhanna,0.0814815,135,1,750541,master only (1),0,
gauravkapur,0.0813954,516,1,1477210,master only (1),-0.976249186,
aishu_dil,0.0813397,209,1,1750534,master only (1),1.338402942,
rustyrockets,0.0812379,517,1,11594195,master only (1),-0.922613719,
pgammo,0.0811209,678,1,591546,master only (1),-0.509172666,
CornelWest,0.0810811,37,1,877152,master only (1),-1.193540717,
NayantharaU,0.0810811,37,1,2413914,master only (1),0,
taylorswift13,0.0810811,37,1,85451067,matched (3),0,
petewentz,0.0810811,74,1,6460158,master only (1),-0.884011187,
Radioblogger,0.0809524,210,1,831188,master only (1),1.847902558,
DanRather,0.0809249,519,1,1000968,master only (1),-0.761004155,
MarkGoulston,0.0808824,408,1,547432,master only (1),1.262840173,
OliviaDBuck,0.0808081,198,1,549914,master only (1),-0.398100566,
Lilly,0.0805085,236,1,5793985,master only (1),-0.674904519,
SissyChristidou,0.0803571,112,1,501302,master only (1),0.004960894,
lizakoshy,0.08,25,1,2862489,master only (1),-1.051535244,
TayZonday,0.08,25,1,526011,master only (1),-2.337144085,
kylienicolep,0.079646,113,1,659040,master only (1),0.496602521,
chloebennet,0.0793651,126,1,702965,master only (1),-1.115868227,
Riteishd,0.0792952,227,1,10081657,master only (1),1.100088242,
mariashriver,0.0790514,1012,1,2208606,master only (1),0.472896534,
TamarBraxtonHer,0.0790191,367,1,1667474,master only (1),-0.821124718,
alyankovic,0.0789474,38,1,5134163,master only (1),-1.39295424,
MikeTyson,0.0789474,38,1,5379947,master only (1),0.246454385,
BarackObama,0.0789474,76,1,114495218,matched (3),0.546177636,
prattprattpratt,0.0787402,127,1,7747010,master only (1),0.769794878,
RealRonHoward,0.0786713,572,1,2570852,master only (1),0.292694963,
cbfowler,0.0786517,89,1,816002,master only (1),-0.902226995,
EricHolder,0.0786517,89,1,528326,master only (1),-2.423973245,
ChennaiIPL,0.0786241,407,1,5639556,master only (1),1.304750217,
laurenevemay,0.078125,64,1,618783,master only (1),-1.832943293,
lenadunham,0.0779221,154,1,5522236,master only (1),-1.855535435,
RedHourBen,0.0773639,349,1,5759211,master only (1),-0.892880016,
andrewzimmern,0.0772317,1994,1,1274817,master only (1),-1.099334556,
arbaazSkhan,0.0769231,13,1,1540195,master only (1),0.928110514,
BillCosby,0.0769231,13,1,3472347,master only (1),-1.182700478,
Brittanysnow,0.0769231,13,1,725266,master only (1),-1.134823355,
david_ramsey,0.0769231,13,1,502606,master only (1),-0.837858602,
VishalKOfficial,0.0769231,13,1,1132825,master only (1),0,
dannymasterson,0.0769231,26,1,1414014,master only (1),-2.298262785,
BennyBenassi,0.0769231,39,1,725296,master only (1),-0.619003847,
jasonnash,0.0769231,39,1,1026036,master only (1),1.001346067,
rodriguezruby,0.0769231,39,1,1057492,master only (1),-0.09614599,
funforlouis,0.0769231,52,1,877314,master only (1),-1.316376108,
